id,id_client,id_product,qtd,total,sale_date,full_name,location,code,email,name,price,actual_category
2808,2,97,5,642841.25,2024-07-09,Fernanda Azevedo Soares Nunes Vieira,"PE , Recife",2,nunes.fernanda.soares.azevedo.vieira@outlook.com,Motor de Popa Tohatsu Evo 168HP,135335.07,Propulsão
2809,12,36,2,42942.85,2023-05-29,Rafael Pereira Barros,"TO , Fortaleza do Tabocão",12,rafael.pereira.barros#zoho.com,Radar Lowrance Aqua Pulse,22601.39,Eletrônicos
2810,45,94,13,529761.0,2023-11-13,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Motor de Popa Volvo Magnum 276HP,40750.84,Propulsão
2811,8,41,4,40280.0,2024-10-31,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,GPS Simrad Flow Pulse,10600.0,Eletrônicos
2812,31,44,11,112931.25,11-11-2024,Jéssica Figueiredo Leite Martins,"São Luís,MA",31,jéssica.martins.leite.figueiredo#tutanota.com,GPS Simrad Zen Hydra Peak,10806.84,Eletrônicos
2813,46,26,14,229866.75,26-06-2023,Ana Silva Costa Farias Coelho,Macapá/AP,46,costa.farias.coelho.ana.silva#hotmail.com,Piloto Automático Furuno Core Boost Flux,17283.18,Eletrônicos
2814,8,135,8,12498.2,03-07-2024,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,Cabo de Nylon Danforth Titan Poseidon,1644.51,Ancoragem
2815,27,137,14,45027.15,22-04-2023,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Âncora Danforth Impulse,3385.47,Ancoragem
2816,2,63,13,1728477.5,27-02-2024,Fernanda Azevedo Soares Nunes Vieira,"PE , Recife",2,nunes.fernanda.soares.azevedo.vieira@outlook.com,Motor Elétrico Torqeedo Ion Orca Vox 186HP,139957.67,Propulsão
2817,27,40,12,161697.6,26-01-2023,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Sonda Furuno Maré Tidal,14184.04,Eletrônicos
2818,23,30,4,128991.0,2023-09-24,Bruna Mendonça Rodrigues,Santos - SP,23,rodrigues.mendonça.bruna#aol.com,Transponder AIS Boost,32247.87,Eletrônicos
2819,3,12,4,10905.0,2024-08-13,Daniel Farias Ribeiro Teixeira,"Rio Grande,RS",3,farias.teixeira.daniel.ribeiro#gmail.com,GPS AIS Drift Flux Vox,2726.18,Eletrônicos
2820,12,1,13,409063.35,2023-04-27,Rafael Pereira Barros,"TO , Fortaleza do Tabocão",12,rafael.pereira.barros#zoho.com,Transponder AIS Maré Magnum,33122.52,Eletrônicos
2821,34,128,2,8835.95,2024-09-22,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,Boia de Arqueamento Bruce Marlin Hydra,4650.72,Ancoragem
2822,48,133,1,1893.0,2023-04-04,Letícia Torres Peixoto Oliveira,PE - Suape (Ipojuca),48,torres.oliveira.peixoto.letícia@yahoo.com,Âncora Bruce Core Pulse,1892.72,Ancoragem
2823,31,40,10,134748.0,17-05-2024,Jéssica Figueiredo Leite Martins,"São Luís,MA",31,jéssica.martins.leite.figueiredo#tutanota.com,Sonda Furuno Maré Tidal,14184.04,Eletrônicos
2824,11,78,9,1041061.3,2024-05-30,Victor Torres Monteiro,BA - Porto Seguro,11,torres.monteiro.victor@gmail.com,Motor Elétrico Honda Mako Axis 131HP,121761.56,Propulsão
2825,12,150,2,3291.0,01-06-2024,Rafael Pereira Barros,"TO , Fortaleza do Tabocão",12,rafael.pereira.barros#zoho.com,Cabo de Nylon Danforth Magnum Vox,1645.66,Ancoragem
2826,31,40,13,175173.35,24-10-2024,Jéssica Figueiredo Leite Martins,"São Luís,MA",31,jéssica.martins.leite.figueiredo#tutanota.com,Sonda Furuno Maré Tidal,14184.04,Eletrônicos
2827,45,13,6,44158.85,2023-07-02,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Radar Simrad Boost,7747.1,Eletrônicos
2828,8,30,2,64496.0,2023-08-16,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,Transponder AIS Boost,32247.87,Eletrônicos
2829,33,52,9,123337.0,2024-01-06,Diego Costa Guedes Cunha,Rio Grande/RS,33,guedes.cunha.costa.diego#outlook.com,Motor Diesel Honda Zen Tidal Mako 26HP,13704.1,Propulsão
2830,7,89,2,149488.2,2023-09-07,Bianca Barros Rocha Torres Siqueira,PB/Cabedelo,7,torres.barros.rocha.bianca.siqueira#aol.com,Motor Elétrico Yamaha Orca Storm Zenith 11HP,78678.05,Propulsão
2831,48,82,15,774511.0,2024-11-28,Letícia Torres Peixoto Oliveira,PE - Suape (Ipojuca),48,torres.oliveira.peixoto.letícia@yahoo.com,Motor Elétrico Volvo Nautic Vox 118HP,51634.04,Propulsão
2832,24,65,5,127788.0,2023-10-07,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Motor de Popa Torqeedo Nautic Swift 223HP,25557.7,Propulsão
2833,12,19,13,213621.0,2023-07-15,Rafael Pereira Barros,"TO , Fortaleza do Tabocão",12,rafael.pereira.barros#zoho.com,Sonda Lowrance Tidal Storm Vox,16432.35,Eletrônicos
2834,14,36,8,171770.45,2023-10-09,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Radar Lowrance Aqua Pulse,22601.39,Eletrônicos
2835,47,35,13,143072.0,2023-12-31,Gabriela Barros Lacerda,RJ / Niterói,47,lacerda.gabriela.barros#tutanota.com,Radar Furuno Swift,11005.53,Eletrônicos
2836,28,149,5,5527.1,2023-12-04,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Cabo de Nylon Bruce Core,1163.62,Ancoragem
2837,10,148,4,19142.0,2024-02-26,Débora Paiva,Santarém / PA,10,paiva.débora#gmx.com,Âncora Delta Force Barracuda Mako,4785.56,Ancoragem
2838,36,18,9,239152.0,11-12-2023,Francisca Ribeiro Pinheiro,Belém/PA,36,ribeiro.francisca.pinheiro@aol.com,Rádio Simrad Axis,26572.45,Eletrônicos
2839,49,21,14,122284.0,30-05-2024,Diego Costa Tavares Antunes,SE/Aracaju,49,costa.tavares.antunes.diego#icloud.com,GPS AIS Nautic Thrust,8734.56,Eletrônicos
2840,45,3,8,72194.0,2023-05-01,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Radar Furuno Pulse Leviathan,9024.19,Eletrônicos
2841,48,111,14,56993.35,2023-02-28,Letícia Torres Peixoto Oliveira,PE - Suape (Ipojuca),48,torres.oliveira.peixoto.letícia@yahoo.com,Boia de Arqueamento Danforth Aero Dash,4285.23,Ancoragem
2842,41,135,14,23023.0,20-01-2024,Pedro Ribeiro Costa Santos Correia,BA / Aratu (Candeias),41,costa.correia.ribeiro.santos.pedro#yahoo.com,Cabo de Nylon Danforth Titan Poseidon,1644.51,Ancoragem
2843,13,26,15,259248.0,13-11-2023,Carlos Guimarães Martins,PA / Santarém,13,martins.guimarães.carlos#hotmail.com,Piloto Automático Furuno Core Boost Flux,17283.18,Eletrônicos
2844,34,21,1,8298.25,2024-10-23,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,GPS AIS Nautic Thrust,8734.56,Eletrônicos
2845,43,90,7,553681.0,27-10-2023,Jéssica Farias Cunha,MA/Itaqui (São Luís),43,farias.jéssica.cunha@outlook.com,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,79097.33,Propulsão
2846,16,26,4,65676.35,2024-10-03,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,Piloto Automático Furuno Core Boost Flux,17283.18,Eletrônicos
2847,39,143,2,8429.35,2023-07-24,Renata Oliveira Siqueira,PE / Suape (Ipojuca),39,oliveira.renata.siqueira@aol.com,Âncora Delta Hydra Kraken Velocity,4436.43,Ancoragem
2848,16,138,10,39738.5,29-04-2024,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,Boia de Arqueamento Delta Peak Boost Thrust,4183.05,Ancoragem
2849,29,17,11,154427.0,04-02-2023,Gabriela Moraes Macedo Nunes,"CE,Fortaleza",29,moraes.nunes.gabriela.macedo@icloud.com,Rádio AIS Oceanic Pulse,14038.78,Eletrônicos
2850,37,103,4,7157.0,2023-01-20,Jéssica Pimentel Borges Nunes Teixeira,"MA , Itaqui (São Luís)",37,nunes.borges.teixeira.pimentel.jéssica#yahoo.com,Âncora Delta Swift,1789.19,Ancoragem
2851,28,127,7,10302.75,21-11-2024,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Cabo de Nylon Delta Velocity Core Mako,1549.35,Ancoragem
2852,27,37,14,84948.0,2023-06-13,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,GPS Lowrance Evo Storm Drift,6067.71,Eletrônicos
2853,35,123,4,11108.0,2024-04-10,Priscila Martins,João Pessoa / PB,35,martins.priscila#tutanota.com,Cabo de Nylon Danforth Orca Aero,2777.07,Ancoragem
2854,20,109,11,6850.0,2023-02-17,Bruno Silva,"PA , Santarém Novo",20,silva.bruno@zoho.com,Cabo de Nylon Danforth Evo Aqua Mako,622.7,Ancoragem
2855,36,102,11,9152.0,2024-11-14,Francisca Ribeiro Pinheiro,Belém/PA,36,ribeiro.francisca.pinheiro@aol.com,Cabo de Nylon Bruce Nexus,832.02,Ancoragem
2856,19,41,2,21200.0,2024-05-16,Renata Lima Gomes Coelho Mendonça,Maceió / AL,19,renata.lima.mendonça.coelho.gomes@icloud.com,GPS Simrad Flow Pulse,10600.0,Eletrônicos
2857,24,23,3,33536.0,2023-07-06,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Piloto Automático Furuno Torque Peak,11178.63,Eletrônicos
2858,38,86,10,935231.0,2024-04-22,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Motor Diesel Volvo Helix Evo Force 144HP,93523.13,Propulsão
2859,24,8,9,42614.15,16-08-2023,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,GPS AIS Zen,4984.15,Eletrônicos
2860,1,37,11,63407.75,03-02-2023,Femininos Oliveira Antunes,"Aratu (Candeias) , BA",1,femininos.oliveira.antunes@icloud.com,GPS Lowrance Evo Storm Drift,6067.71,Eletrônicos
2861,16,115,15,12459.0,2023-06-01,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,Cabo de Nylon Delta Force Magnum Leviathan,830.59,Ancoragem
2862,14,100,12,1192442.85,2023-07-15,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Motor Elétrico Honda Vector Abyss 220HP,104600.24,Propulsão
2863,43,18,5,132862.0,07-01-2024,Jéssica Farias Cunha,MA/Itaqui (São Luís),43,farias.jéssica.cunha@outlook.com,Rádio Simrad Axis,26572.45,Eletrônicos
2864,27,20,6,175750.95,2024-05-02,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Radar AIS Marlin,30833.44,Eletrônicos
2865,19,147,15,43178.45,2023-01-12,Renata Lima Gomes Coelho Mendonça,Maceió / AL,19,renata.lima.mendonça.coelho.gomes@icloud.com,Corrente Danforth Force Leviathan Impulse,3030.08,Ancoragem
2866,45,13,12,88316.75,2023-03-17,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Radar Simrad Boost,7747.1,Eletrônicos
2867,46,116,10,24467.25,2023-10-04,Ana Silva Costa Farias Coelho,Macapá/AP,46,costa.farias.coelho.ana.silva#hotmail.com,Cabo de Nylon Delta Velocity Oceanic Abyss,2575.52,Ancoragem
2868,42,64,6,669033.0,06-11-2024,Márcia Figueiredo,Vila do Conde (Barcarena) - PA,42,márcia.figueiredo#protonmail.com,Motor Elétrico Yamaha Swift Drift Current 265HP,111505.55,Propulsão
2869,4,110,7,16595.55,31-08-2024,Thiago Moreira,"AC , Rio Branco",4,thiago.moreira#gmail.com,Corrente Bruce Current,2495.51,Ancoragem
2870,26,62,15,1533330.0,2023-12-12,Luiz Borges Gomes Araújo,Manaus/AM,26,gomes.araújo.borges.luiz#hotmail.com,Motor Diesel Yanmar Velocity 37HP,102221.97,Propulsão
2871,8,107,13,19674.0,2024-11-04,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,Boia de Arqueamento Bruce Tidal Marlin,1513.38,Ancoragem
2872,39,37,9,51878.55,2023-07-02,Renata Oliveira Siqueira,PE / Suape (Ipojuca),39,oliveira.renata.siqueira@aol.com,GPS Lowrance Evo Storm Drift,6067.71,Eletrônicos
2873,28,49,10,132642.0,2024-11-08,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Sonda Furuno Swift,13264.25,Eletrônicos
2874,33,75,14,435819.15,2024-09-03,Diego Costa Guedes Cunha,Rio Grande/RS,33,guedes.cunha.costa.diego#outlook.com,Motor Diesel Volvo Flow Leviathan Maré 187HP,32768.38,Propulsão
2875,1,52,15,205562.0,2023-09-26,Femininos Oliveira Antunes,"Aratu (Candeias) , BA",1,femininos.oliveira.antunes@icloud.com,Motor Diesel Honda Zen Tidal Mako 26HP,13704.1,Propulsão
2876,28,52,1,13704.0,2024-07-24,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Motor Diesel Honda Zen Tidal Mako 26HP,13704.1,Propulsão
2877,26,29,7,255572.0,2023-10-17,Luiz Borges Gomes Araújo,Manaus/AM,26,gomes.araújo.borges.luiz#hotmail.com,Rádio Simrad Orca,36510.34,Eletrônicos
2878,23,20,8,234334.6,08-02-2023,Bruna Mendonça Rodrigues,Santos - SP,23,rodrigues.mendonça.bruna#aol.com,Radar AIS Marlin,30833.44,Eletrônicos
2879,5,115,8,6312.75,2024-09-17,Pedro Freitas,PA - Santarém Novo,5,pedro.freitas#icloud.com,Cabo de Nylon Delta Force Magnum Leviathan,830.59,Ancoragem
2880,16,122,15,18845.15,28-03-2023,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,Corrente Danforth Zenith Oceanic Torque,1322.47,Ancoragem
2881,18,133,11,20820.0,10-04-2023,Adriana Guedes Borges Alves Rocha,Santarém - PA,18,rocha.adriana.guedes.borges.alves#protonmail.com,Âncora Bruce Core Pulse,1892.72,Ancoragem
2882,30,12,4,10359.75,19-06-2024,Victor Araújo Azevedo Tavares Correia,Itacoatiara - AM,30,araújo.tavares.azevedo.victor.correia@gmail.com,GPS AIS Drift Flux Vox,2726.18,Eletrônicos
2883,31,65,14,357808.0,2023-11-01,Jéssica Figueiredo Leite Martins,"São Luís,MA",31,jéssica.martins.leite.figueiredo#tutanota.com,Motor de Popa Torqeedo Nautic Swift 223HP,25557.7,Propulsão
2884,18,82,13,671243.0,2024-12-01,Adriana Guedes Borges Alves Rocha,Santarém - PA,18,rocha.adriana.guedes.borges.alves#protonmail.com,Motor Elétrico Volvo Nautic Vox 118HP,51634.04,Propulsão
2885,40,83,5,640318.05,30-06-2024,Lucas Pacheco,"Corumbá,MS",40,pacheco.lucas#aol.com,Motor Diesel Yanmar Dash Nitro 184HP,134803.88,Propulsão
2886,21,147,6,18180.0,2024-08-01,Sandra Rocha Oliveira Soares Peixoto,"AC,Rio Branco",21,peixoto.soares.rocha.oliveira.sandra#yahoo.com,Corrente Danforth Force Leviathan Impulse,3030.08,Ancoragem
2887,20,61,9,239559.6,2023-12-30,Bruno Silva,"PA , Santarém Novo",20,silva.bruno@zoho.com,Motor Diesel Honda Prime 84HP,28018.63,Propulsão
2888,24,122,8,10051.0,11-01-2023,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Corrente Danforth Zenith Oceanic Torque,1322.47,Ancoragem
2889,30,80,12,1473151.7,2024-04-30,Victor Araújo Azevedo Tavares Correia,Itacoatiara - AM,30,araújo.tavares.azevedo.victor.correia@gmail.com,Motor de Popa Volvo Maré 69HP,129223.84,Propulsão
2890,27,106,4,17539.0,13-01-2024,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Âncora Danforth Nitro Titan Vox,4384.87,Ancoragem
2891,38,89,14,1046418.35,14-09-2024,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Motor Elétrico Yamaha Orca Storm Zenith 11HP,78678.05,Propulsão
2892,1,22,7,262361.5,2023-12-06,Femininos Oliveira Antunes,"Aratu (Candeias) , BA",1,femininos.oliveira.antunes@icloud.com,Transponder Furuno Force Ion,39452.86,Eletrônicos
2893,49,99,2,203806.35,2024-04-28,Diego Costa Tavares Antunes,SE/Aracaju,49,costa.tavares.antunes.diego#icloud.com,Motor Elétrico Honda Flux Ultra 273HP,107266.66,Propulsão
2894,3,127,1,1549.0,15-01-2024,Daniel Farias Ribeiro Teixeira,"Rio Grande,RS",3,farias.teixeira.daniel.ribeiro#gmail.com,Cabo de Nylon Delta Velocity Core Mako,1549.35,Ancoragem
2895,19,45,12,118845.0,2023-04-26,Renata Lima Gomes Coelho Mendonça,Maceió / AL,19,renata.lima.mendonça.coelho.gomes@icloud.com,GPS Furuno Current,9903.71,Eletrônicos
2896,35,29,11,401614.0,27-10-2023,Priscila Martins,João Pessoa / PB,35,martins.priscila#tutanota.com,Rádio Simrad Orca,36510.34,Eletrônicos
2897,17,47,1,6123.0,2023-12-20,Luís Paiva Costa Cardoso Coelho,MS - Corumbá,17,costa.paiva.luís.coelho.cardoso@aol.com,Rádio Simrad Tidal Aqua,6122.96,Eletrônicos
2898,45,111,4,17141.0,03-05-2023,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Boia de Arqueamento Danforth Aero Dash,4285.23,Ancoragem
2899,10,85,9,347208.0,14-05-2023,Débora Paiva,Santarém / PA,10,paiva.débora#gmx.com,Motor de Popa Parsun Impulse 162HP,38578.7,Propulsão
2900,38,144,10,22141.0,10-05-2023,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Boia de Arqueamento Bruce Barracuda,2214.14,Ancoragem
2901,19,78,2,243523.0,2024-11-12,Renata Lima Gomes Coelho Mendonça,Maceió / AL,19,renata.lima.mendonça.coelho.gomes@icloud.com,Motor Elétrico Honda Mako Axis 131HP,121761.56,Propulsão
2902,14,116,2,5151.0,01-04-2023,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Cabo de Nylon Delta Velocity Oceanic Abyss,2575.52,Ancoragem
2903,22,42,5,29964.0,2023-08-04,Daniela Borges Vieira Farias Mendonça,SE / Aracaju,22,borges.vieira.daniela.mendonça.farias#protonmail.com,Transponder Lowrance Axis,5992.84,Eletrônicos
2904,12,12,6,16357.0,2023-12-15,Rafael Pereira Barros,"TO , Fortaleza do Tabocão",12,rafael.pereira.barros#zoho.com,GPS AIS Drift Flux Vox,2726.18,Eletrônicos
2905,6,84,5,217119.0,05-04-2024,Antônia Coelho Pinheiro Peixoto Cavalcanti,"Fortaleza do Tabocão , TO",6,coelho.pinheiro.peixoto.antônia.cavalcanti@aol.com,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,43423.88,Propulsão
2906,14,70,2,68711.0,16-05-2024,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Motor Diesel Parsun Boost Helix Velocity 146HP,34355.43,Propulsão
2907,13,134,10,44817.2,2024-05-18,Carlos Guimarães Martins,PA / Santarém,13,martins.guimarães.carlos#hotmail.com,Âncora Delta Storm Vox,4717.61,Ancoragem
2908,41,148,12,54555.65,17-01-2023,Pedro Ribeiro Costa Santos Correia,BA / Aratu (Candeias),41,costa.correia.ribeiro.santos.pedro#yahoo.com,Âncora Delta Force Barracuda Mako,4785.56,Ancoragem
2909,16,61,13,346029.9,2024-09-11,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,Motor Diesel Honda Prime 84HP,28018.63,Propulsão
2910,5,120,8,23746.2,2023-01-13,Pedro Freitas,PA - Santarém Novo,5,pedro.freitas#icloud.com,Boia de Arqueamento Danforth Flux Tidal,3124.49,Ancoragem
2911,6,7,6,111257.35,2023-12-24,Antônia Coelho Pinheiro Peixoto Cavalcanti,"Fortaleza do Tabocão , TO",6,coelho.pinheiro.peixoto.antônia.cavalcanti@aol.com,Radar AIS Zen,19518.77,Eletrônicos
2912,17,49,5,63004.95,29-06-2023,Luís Paiva Costa Cardoso Coelho,MS - Corumbá,17,costa.paiva.luís.coelho.cardoso@aol.com,Sonda Furuno Swift,13264.25,Eletrônicos
2913,36,25,9,103681.1,2023-09-02,Francisca Ribeiro Pinheiro,Belém/PA,36,ribeiro.francisca.pinheiro@aol.com,Rádio Lowrance Nitro Thrust Barracuda,12126.46,Eletrônicos
2914,26,148,3,13639.15,02-01-2024,Luiz Borges Gomes Araújo,Manaus/AM,26,gomes.araújo.borges.luiz#hotmail.com,Âncora Delta Force Barracuda Mako,4785.56,Ancoragem
2915,24,68,7,444866.0,29-01-2024,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Motor de Popa Honda Ion Vox Prime 163HP,66897.1,Propulsão
2916,33,57,3,338553.4,2023-01-29,Diego Costa Guedes Cunha,Rio Grande/RS,33,guedes.cunha.costa.diego#outlook.com,Motor de Popa Honda Vector Kinetic 174HP,118790.57,Propulsão
2917,34,7,11,214706.0,05-11-2023,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,Radar AIS Zen,19518.77,Eletrônicos
2919,42,120,9,28120.0,2024-03-26,Márcia Figueiredo,Vila do Conde (Barcarena) - PA,42,márcia.figueiredo#protonmail.com,Boia de Arqueamento Danforth Flux Tidal,3124.49,Ancoragem
2920,19,50,2,21424.4,01-02-2023,Renata Lima Gomes Coelho Mendonça,Maceió / AL,19,renata.lima.mendonça.coelho.gomes@icloud.com,Piloto Automático Simrad Poseidon Magnum,11275.99,Eletrônicos
2921,26,139,12,16244.05,2024-08-24,Luiz Borges Gomes Araújo,Manaus/AM,26,gomes.araújo.borges.luiz#hotmail.com,Boia de Arqueamento Danforth Torque,1424.88,Ancoragem
2922,41,94,13,503272.95,2023-03-04,Pedro Ribeiro Costa Santos Correia,BA / Aratu (Candeias),41,costa.correia.ribeiro.santos.pedro#yahoo.com,Motor de Popa Volvo Magnum 276HP,40750.84,Propulsão
2923,3,133,4,7571.0,09-06-2024,Daniel Farias Ribeiro Teixeira,"Rio Grande,RS",3,farias.teixeira.daniel.ribeiro#gmail.com,Âncora Bruce Core Pulse,1892.72,Ancoragem
2924,8,51,1,64159.0,30-10-2023,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,Motor Diesel Tohatsu Evo Zenith 16HP,64158.99,Propulsão
2925,7,114,12,9591.0,2023-08-23,Bianca Barros Rocha Torres Siqueira,PB/Cabedelo,7,torres.barros.rocha.bianca.siqueira#aol.com,Boia de Arqueamento Danforth Tidal Zen Swift,799.29,Ancoragem
2926,14,69,10,430017.5,24-01-2024,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Motor de Popa Torqeedo Ultra Impulse 292HP,45265.02,Propulsão
2927,35,58,9,930449.95,30-04-2024,Priscila Martins,João Pessoa / PB,35,martins.priscila#tutanota.com,Motor de Popa Tohatsu Ion Core Nautic 53HP,108824.59,Propulsão
2928,20,65,1,24280.1,13-06-2024,Bruno Silva,"PA , Santarém Novo",20,silva.bruno@zoho.com,Motor de Popa Torqeedo Nautic Swift 223HP,25557.7,Propulsão
2929,45,4,14,47346.0,2023-02-03,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Rádio AIS Hydro Tidal Zen,3381.88,Eletrônicos
2930,48,109,14,8282.1,07-03-2023,Letícia Torres Peixoto Oliveira,PE - Suape (Ipojuca),48,torres.oliveira.peixoto.letícia@yahoo.com,Cabo de Nylon Danforth Evo Aqua Mako,622.7,Ancoragem
2931,13,12,5,12949.45,10-02-2024,Carlos Guimarães Martins,PA / Santarém,13,martins.guimarães.carlos#hotmail.com,GPS AIS Drift Flux Vox,2726.18,Eletrônicos
2932,9,41,9,90630.0,24-04-2023,Lucas Guedes Cunha Lopes,PB - João Pessoa,9,lucas.lopes.guedes.cunha#tutanota.com,GPS Simrad Flow Pulse,10600.0,Eletrônicos
2933,26,14,8,286489.0,18-08-2024,Luiz Borges Gomes Araújo,Manaus/AM,26,gomes.araújo.borges.luiz#hotmail.com,Rádio Furuno Zen Swift,35811.08,Eletrônicos
2934,7,127,7,10302.75,08-11-2023,Bianca Barros Rocha Torres Siqueira,PB/Cabedelo,7,torres.barros.rocha.bianca.siqueira#aol.com,Cabo de Nylon Delta Velocity Core Mako,1549.35,Ancoragem
2935,34,85,4,154315.0,03-03-2023,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,Motor de Popa Parsun Impulse 162HP,38578.7,Propulsão
2936,32,130,10,41441.0,11-11-2024,Daniela Teixeira Antunes Coelho Batista,BA - Porto Seguro,32,antunes.coelho.batista.teixeira.daniela@hotmail.com,Boia de Arqueamento Delta Zen Boost Vortex,4144.09,Ancoragem
2937,41,76,14,1971036.25,30-01-2024,Pedro Ribeiro Costa Santos Correia,BA / Aratu (Candeias),41,costa.correia.ribeiro.santos.pedro#yahoo.com,Motor Diesel Honda Aero 205HP,148198.23,Propulsão
2938,38,60,14,1522515.0,2024-03-01,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Motor de Popa Honda Velocity Drift 258HP,108751.09,Propulsão
2939,29,83,1,128063.8,2024-11-01,Gabriela Moraes Macedo Nunes,"CE,Fortaleza",29,moraes.nunes.gabriela.macedo@icloud.com,Motor Diesel Yanmar Dash Nitro 184HP,134803.88,Propulsão
2940,5,10,2,64066.0,2023-11-24,Pedro Freitas,PA - Santarém Novo,5,pedro.freitas#icloud.com,Piloto Automático Simrad Titan Flux Magnum,32033.04,Eletrônicos
2941,29,34,4,18686.5,2024-08-11,Gabriela Moraes Macedo Nunes,"CE,Fortaleza",29,moraes.nunes.gabriela.macedo@icloud.com,Transponder AIS Helix Torque,4917.53,Eletrônicos
2942,5,136,6,11841.0,09-09-2023,Pedro Freitas,PA - Santarém Novo,5,pedro.freitas#icloud.com,Cabo de Nylon Bruce Flux Hydro,1973.5,Ancoragem
2943,3,72,10,996646.0,2024-06-21,Daniel Farias Ribeiro Teixeira,"Rio Grande,RS",3,farias.teixeira.daniel.ribeiro#gmail.com,Motor de Popa Volvo Hydro Dash 256HP,99664.64,Propulsão
